DT_CTBIL;SG_EMPRE;CD_CANAL_VENDA;CD_PRODUTO;CD_LOCAL_DEBITO;CD_LOCAL_CREDITO;VL_PREMT;QT_PREMT;CD_CNAPE
30/11/2024;RPS;2;530;9632;9623;6198,27;0;107113
30/11/2024;RPS;2;531;9632;9623;691,17;0;107113
30/11/2024;RPS;2;535;9632;9623;1402,67;0;107113
30/11/2024;RPS;2;539;9632;9623;162,44;0;107113
30/11/2024;RPS;2;671;9632;9623;220;0;107113
30/11/2024;RPS;2;812;9632;9623;222,07;0;107113
30/11/2024;RPS;2;815;9632;9623;50,82;0;107113
30/11/2024;RPS;2;816;9632;9623;63,99;0;107113
30/11/2024;RPS;2;827;9632;9623;333,93;0;107113
30/11/2024;RPS;2;941;9632;9623;174,03;0;107113
30/11/2024;RPS;2;117;9634;9623;175,47;0;107113
30/11/2024;RPS;2;310;9634;9623;11939,83;0;107113
30/11/2024;RPS;2;311;9634;9623;4364,91;0;107113
30/11/2024;RPS;2;315;9634;9623;4778,23;0;107113
30/11/2024;RPS;2;316;9634;9623;1995,05;0;107113
30/11/2024;RPS;2;327;9634;9623;247,85;0;107113
30/11/2024;RPS;2;530;9634;9623;3188,25;0;107113
30/11/2024;RPS;2;531;9634;9623;2134,52;0;107113
30/11/2024;RPS;2;535;9634;9623;1255,44;0;107113
30/11/2024;RPS;2;536;9634;9623;1829,75;0;107113
30/11/2024;RPS;2;539;9634;9623;35,13;0;107113
30/11/2024;RPS;2;812;9634;9623;258,52;0;107113
30/11/2024;RPS;2;815;9634;9623;63,72;0;107113
30/11/2024;RPS;2;816;9634;9623;16,89;0;107113
30/11/2024;RPS;2;817;9634;9623;15,36;0;107113
30/11/2024;RPS;2;828;9634;9623;9,44;0;107113
30/11/2024;RPS;2;116;9636;9623;426,73;0;107113
30/11/2024;RPS;2;117;9636;9623;450,01;0;107113
30/11/2024;RPS;2;208;9636;9623;849,06;0;107113
30/11/2024;RPS;2;310;9636;9623;8671,03;0;107113
30/11/2024;RPS;2;311;9636;9623;2053,05;0;107113
30/11/2024;RPS;2;315;9636;9623;10706,53;0;107113
30/11/2024;RPS;2;316;9636;9623;1869,18;0;107113
30/11/2024;RPS;2;321;9636;9623;182,94;0;107113
30/11/2024;RPS;2;325;9636;9623;340,6;0;107113
30/11/2024;RPS;2;327;9636;9623;1909,87;0;107113
30/11/2024;RPS;2;530;9636;9623;3001,12;0;107113
30/11/2024;RPS;2;531;9636;9623;1036,62;0;107113
30/11/2024;RPS;2;535;9636;9623;3170,2;0;107113
30/11/2024;RPS;2;536;9636;9623;914,68;0;107113
30/11/2024;RPS;2;539;9636;9623;194,78;0;107113
30/11/2024;RPS;2;542;9636;9623;125;0;107113
30/11/2024;RPS;2;552;9636;9623;125;0;107113
30/11/2024;RPS;2;812;9636;9623;177,41;0;107113
30/11/2024;RPS;2;815;9636;9623;130,02;0;107113
30/11/2024;RPS;2;816;9636;9623;27,22;0;107113
30/11/2024;RPS;2;817;9636;9623;18,42;0;107113
30/11/2024;RPS;2;827;9636;9623;187,46;0;107113
30/11/2024;RPS;2;941;9636;9623;679,77;0;107113
30/11/2024;RPS;2;542;9636;9783;949,05;0;107113
30/11/2024;RPS;2;551;9636;9783;1236,49;0;107113
30/11/2024;RPS;2;310;9638;9623;929,69;0;107113
30/11/2024;RPS;2;530;9638;9623;363;0;107113
30/11/2024;RPS;2;812;9638;9623;12,11;0;107113
30/11/2024;RPS;2;310;9643;9623;129,53;0;107113
30/11/2024;RPS;2;116;9648;9623;436,98;0;107113
30/11/2024;RPS;2;208;9648;9623;3278,37;0;107113
30/11/2024;RPS;2;310;9648;9623;6243,86;0;107113
30/11/2024;RPS;2;315;9648;9623;7186,89;0;107113
30/11/2024;RPS;2;321;9648;9623;68,65;0;107113
30/11/2024;RPS;2;323;9648;9623;9,54;0;107113
30/11/2024;RPS;2;325;9648;9623;100,27;0;107113
30/11/2024;RPS;2;327;9648;9623;1059,11;0;107113
30/11/2024;RPS;2;530;9648;9623;2857,45;0;107113
30/11/2024;RPS;2;535;9648;9623;2995,24;0;107113
30/11/2024;RPS;2;539;9648;9623;195,39;0;107113
30/11/2024;RPS;2;789;9648;9623;24;0;107113
30/11/2024;RPS;2;812;9648;9623;113,84;0;107113
30/11/2024;RPS;2;815;9648;9623;75,21;0;107113
30/11/2024;RPS;2;827;9648;9623;63,83;0;107113
30/11/2024;RPS;2;940;9648;9623;31,14;0;107113
30/11/2024;RPS;2;941;9648;9623;233,07;0;107113
30/11/2024;RPS;2;116;9649;9623;274,65;0;107113
30/11/2024;RPS;2;310;9649;9623;12569,03;0;107113
30/11/2024;RPS;2;315;9649;9623;4261,11;0;107113
30/11/2024;RPS;2;316;9649;9623;1006,89;0;107113
30/11/2024;RPS;2;327;9649;9623;140,41;0;107113
30/11/2024;RPS;2;530;9649;9623;2968,88;0;107113
30/11/2024;RPS;2;535;9649;9623;1056,19;0;107113
30/11/2024;RPS;2;536;9649;9623;173,49;0;107113
30/11/2024;RPS;2;539;9649;9623;26,65;0;107113
30/11/2024;RPS;2;812;9649;9623;180,36;0;107113
30/11/2024;RPS;2;815;9649;9623;37,4;0;107113
30/11/2024;RPS;2;817;9649;9623;6,59;0;107113
30/11/2024;RPS;2;116;9651;9623;324,28;0;107113
30/11/2024;RPS;2;208;9651;9623;2678,41;0;107113
30/11/2024;RPS;2;310;9651;9623;10481,86;0;107113
30/11/2024;RPS;2;315;9651;9623;2794,7;0;107113
30/11/2024;RPS;2;316;9651;9623;2354,08;0;107113
30/11/2024;RPS;2;530;9651;9623;4013,69;0;107113
30/11/2024;RPS;2;535;9651;9623;1338,6;0;107113
30/11/2024;RPS;2;536;9651;9623;582,63;0;107113
30/11/2024;RPS;2;789;9651;9623;15;0;107113
30/11/2024;RPS;2;812;9651;9623;220,07;0;107113
30/11/2024;RPS;2;815;9651;9623;47,04;0;107113
30/11/2024;RPS;2;817;9651;9623;16,51;0;107113
30/11/2024;RPS;2;310;9653;9623;10361,36;0;107113
30/11/2024;RPS;2;315;9653;9623;4929,53;0;107113
30/11/2024;RPS;2;316;9653;9623;2136,05;0;107113
30/11/2024;RPS;2;319;9653;9623;646,1;0;107113
30/11/2024;RPS;2;327;9653;9623;251,7;0;107113
30/11/2024;RPS;2;335;9653;9623;285,98;0;107113
30/11/2024;RPS;2;530;9653;9623;3154,41;0;107113
30/11/2024;RPS;2;535;9653;9623;1836,27;0;107113
30/11/2024;RPS;2;536;9653;9623;925,09;0;107113
30/11/2024;RPS;2;539;9653;9623;49,83;0;107113
30/11/2024;RPS;2;789;9653;9623;18,4;0;107113
30/11/2024;RPS;2;812;9653;9623;198,2;0;107113
30/11/2024;RPS;2;815;9653;9623;126,66;0;107113
30/11/2024;RPS;2;817;9653;9623;40,79;0;107113
30/11/2024;RPS;2;820;9657;9331;170,68;0;107113
30/11/2024;RPS;2;311;9657;9623;987,92;0;107113
30/11/2024;RPS;2;977;9657;9623;6,32;0;107113
30/11/2024;RPS;2;542;9657;9626;298,07;0;107113
30/11/2024;RPS;2;552;9657;9626;298,07;0;107113
30/11/2024;RPS;2;940;9657;9626;1275,52;0;107113
30/11/2024;RPS;2;997;9657;9626;8369,42;0;107113
30/11/2024;RPS;2;976;9657;9664;86,59;0;107113
30/11/2024;RPS;2;542;9657;9691;1035,82;0;107113
30/11/2024;RPS;2;552;9657;9691;1722,48;0;107113
30/11/2024;RPS;2;997;9657;9691;310,91;0;107113
30/11/2024;RPS;2;310;9657;9810;1898,23;0;107113
30/11/2024;RPS;2;116;9658;9623;353,98;0;107113
30/11/2024;RPS;2;208;9658;9623;149,16;0;107113
30/11/2024;RPS;2;310;9658;9623;9372,46;0;107113
30/11/2024;RPS;2;315;9658;9623;9782,4;0;107113
30/11/2024;RPS;2;316;9658;9623;723,33;0;107113
30/11/2024;RPS;2;321;9658;9623;287,47;0;107113
30/11/2024;RPS;2;325;9658;9623;157,84;0;107113
30/11/2024;RPS;2;327;9658;9623;955,45;0;107113
30/11/2024;RPS;2;530;9658;9623;3439,3;0;107113
30/11/2024;RPS;2;535;9658;9623;3633,1;0;107113
30/11/2024;RPS;2;536;9658;9623;168,91;0;107113
30/11/2024;RPS;2;539;9658;9623;213,76;0;107113
30/11/2024;RPS;2;625;9658;9623;398,4;0;107113
30/11/2024;RPS;2;812;9658;9623;154,25;0;107113
30/11/2024;RPS;2;815;9658;9623;27,2;0;107113
30/11/2024;RPS;2;310;9659;9623;6496,9;0;107113
30/11/2024;RPS;2;316;9659;9623;614,95;0;107113
30/11/2024;RPS;2;530;9659;9623;2769,89;0;107113
30/11/2024;RPS;2;536;9659;9623;155,92;0;107113
30/11/2024;RPS;2;789;9659;9623;0,5;0;107113
30/11/2024;RPS;2;812;9659;9623;96,91;0;107113
30/11/2024;RPS;2;817;9659;9623;7,3;0;107113
30/11/2024;RPS;2;116;9663;9623;247,49;0;107113
30/11/2024;RPS;2;208;9663;9623;221,09;0;107113
30/11/2024;RPS;2;310;9663;9623;3890,58;0;107113
30/11/2024;RPS;2;315;9663;9623;573,46;0;107113
30/11/2024;RPS;2;316;9663;9623;1933,02;0;107113
30/11/2024;RPS;2;530;9663;9623;1109,21;0;107113
30/11/2024;RPS;2;535;9663;9623;316,15;0;107113
30/11/2024;RPS;2;536;9663;9623;253,64;0;107113
30/11/2024;RPS;2;812;9663;9623;35,72;0;107113
30/11/2024;RPS;2;817;9663;9623;14,88;0;107113
30/11/2024;RPS;2;116;9664;9623;230,09;0;107113
30/11/2024;RPS;2;310;9664;9623;10822,04;0;107113
30/11/2024;RPS;2;315;9664;9623;1061,98;0;107113
30/11/2024;RPS;2;316;9664;9623;626,25;0;107113
30/11/2024;RPS;2;327;9664;9623;912,14;0;107113
30/11/2024;RPS;2;530;9664;9623;3122,41;0;107113
30/11/2024;RPS;2;535;9664;9623;653,04;0;107113
30/11/2024;RPS;2;536;9664;9623;210,44;0;107113
30/11/2024;RPS;2;539;9664;9623;137,89;0;107113
30/11/2024;RPS;2;542;9664;9623;175;0;107113
30/11/2024;RPS;2;552;9664;9623;175;0;107113
30/11/2024;RPS;2;812;9664;9623;65,25;0;107113
30/11/2024;RPS;2;815;9664;9623;6,66;0;107113
30/11/2024;RPS;2;116;9665;9623;637,74;0;107113
30/11/2024;RPS;2;310;9665;9623;2515,9;0;107113
30/11/2024;RPS;2;319;9665;9623;208,51;0;107113
30/11/2024;RPS;2;530;9665;9623;1032,87;0;107113
30/11/2024;RPS;2;789;9665;9623;0,5;0;107113
30/11/2024;RPS;2;812;9665;9623;38,92;0;107113
30/11/2024;RPS;2;940;9665;9623;373,24;0;107113
30/11/2024;RPS;2;941;9665;9623;418,43;0;107113
30/11/2024;RPS;2;310;9676;9623;5519,27;0;107113
30/11/2024;RPS;2;327;9676;9623;162;0;107113
30/11/2024;RPS;2;335;9676;9623;468,35;0;107113
30/11/2024;RPS;2;530;9676;9623;1345,08;0;107113
30/11/2024;RPS;2;539;9676;9623;67,92;0;107113
30/11/2024;RPS;2;750;9676;9623;95;0;107113
30/11/2024;RPS;2;812;9676;9623;60,36;0;107113
30/11/2024;RPS;2;828;9676;9623;25,71;0;107113
30/11/2024;RPS;2;941;9676;9623;962,73;0;107113
30/11/2024;RPS;2;116;9679;9623;101,28;0;107113
30/11/2024;RPS;2;315;9679;9623;1856,05;0;107113
30/11/2024;RPS;2;535;9679;9623;779,55;0;107113
30/11/2024;RPS;2;789;9679;9623;0,5;0;107113
30/11/2024;RPS;2;815;9679;9623;38,56;0;107113
30/11/2024;RPS;2;208;9681;9623;833,07;0;107113
30/11/2024;RPS;2;310;9681;9623;6539,63;0;107113
30/11/2024;RPS;2;316;9681;9623;3820,19;0;107113
30/11/2024;RPS;2;321;9681;9623;294,83;0;107113
30/11/2024;RPS;2;322;9681;9623;293,16;0;107113
30/11/2024;RPS;2;323;9681;9623;3,82;0;107113
30/11/2024;RPS;2;325;9681;9623;166,9;0;107113
30/11/2024;RPS;2;326;9681;9623;142,27;0;107113
30/11/2024;RPS;2;530;9681;9623;2449,64;0;107113
30/11/2024;RPS;2;536;9681;9623;712,96;0;107113
30/11/2024;RPS;2;789;9681;9623;1;0;107113
30/11/2024;RPS;2;812;9681;9623;170,49;0;107113
30/11/2024;RPS;2;817;9681;9623;21,06;0;107113
30/11/2024;RPS;2;210;9691;9126;430,64;0;107113
30/11/2024;RPS;2;542;9691;9126;18881,17;0;107113
30/11/2024;RPS;2;543;9691;9126;30146,39;0;107113
30/11/2024;RPS;2;552;9691;9126;21541,3;0;107113
30/11/2024;RPS;2;310;9691;9426;5482,58;0;107113
30/11/2024;RPS;2;530;9691;9426;1819,84;0;107113
30/11/2024;RPS;2;812;9691;9426;98,78;0;107113
30/11/2024;RPS;2;824;9691;9455;128,21;0;107113
30/11/2024;RPS;2;311;9691;9623;177,19;0;107113
30/11/2024;RPS;2;544;9691;9623;2786,9;0;107113
30/11/2024;RPS;2;816;9691;9623;17,12;0;107113
30/11/2024;RPS;2;976;9691;9623;210,01;0;107113
30/11/2024;RPS;2;977;9691;9623;181,44;0;107113
30/11/2024;RPS;2;997;9691;9626;1946,35;0;107113
30/11/2024;RPS;2;949;9691;9657;334,52;0;107113
30/11/2024;RPS;2;976;9691;9657;2152,46;0;107113
30/11/2024;RPS;2;210;9691;9681;6659,68;0;107113
30/11/2024;RPS;2;542;9691;9681;23950,31;0;107113
30/11/2024;RPS;2;543;9691;9681;27316,04;0;107113
30/11/2024;RPS;2;551;9691;9681;4380,79;0;107113
30/11/2024;RPS;2;552;9691;9681;14412,01;0;107113
30/11/2024;RPS;2;976;9691;9698;662,82;0;107113
30/11/2024;RPS;2;542;9691;9740;775;0;107113
30/11/2024;RPS;2;543;9691;9740;1000;0;107113
30/11/2024;RPS;2;551;9691;9740;400;0;107113
30/11/2024;RPS;2;552;9691;9740;1000;0;107113
30/11/2024;RPS;2;543;9691;9756;5782,51;0;107113
30/11/2024;RPS;2;551;9691;9756;3497,64;0;107113
30/11/2024;RPS;2;543;9691;9860;2110,86;0;107113
30/11/2024;RPS;2;552;9691;9860;1650,63;0;107113
30/11/2024;RPS;2;948;9691;9948;1693,67;0;107113
30/11/2024;RPS;2;116;9698;9623;960,4;0;107113
30/11/2024;RPS;2;310;9698;9623;10545,82;0;107113
30/11/2024;RPS;2;315;9698;9623;5276,5;0;107113
30/11/2024;RPS;2;316;9698;9623;1700,07;0;107113
30/11/2024;RPS;2;327;9698;9623;1189,18;0;107113
30/11/2024;RPS;2;530;9698;9623;3500,07;0;107113
30/11/2024;RPS;2;535;9698;9623;1979,1;0;107113
30/11/2024;RPS;2;536;9698;9623;265,17;0;107113
30/11/2024;RPS;2;539;9698;9623;151,1;0;107113
30/11/2024;RPS;2;812;9698;9623;158,87;0;107113
30/11/2024;RPS;2;815;9698;9623;75,66;0;107113
30/11/2024;RPS;2;817;9698;9623;5,48;0;107113
30/11/2024;RPS;2;940;9698;9623;693,03;0;107113
30/11/2024;RPS;2;544;9698;9691;250;0;107113
30/11/2024;RPS;2;116;9700;9623;444,31;0;107113
30/11/2024;RPS;2;208;9700;9623;630,53;0;107113
30/11/2024;RPS;2;310;9700;9623;18080,26;0;107113
30/11/2024;RPS;2;315;9700;9623;1296,55;0;107113
30/11/2024;RPS;2;316;9700;9623;4339,77;0;107113
30/11/2024;RPS;2;322;9700;9623;408,41;0;107113
30/11/2024;RPS;2;324;9700;9623;3,81;0;107113
30/11/2024;RPS;2;326;9700;9623;285,51;0;107113
30/11/2024;RPS;2;327;9700;9623;1585,88;0;107113
30/11/2024;RPS;2;335;9700;9623;492,59;0;107113
30/11/2024;RPS;2;530;9700;9623;5444,23;0;107113
30/11/2024;RPS;2;535;9700;9623;411,71;0;107113
30/11/2024;RPS;2;536;9700;9623;674,7;0;107113
30/11/2024;RPS;2;539;9700;9623;124,62;0;107113
30/11/2024;RPS;2;789;9700;9623;0,3;0;107113
30/11/2024;RPS;2;812;9700;9623;319,83;0;107113
30/11/2024;RPS;2;815;9700;9623;33,73;0;107113
30/11/2024;RPS;2;817;9700;9623;14,03;0;107113
30/11/2024;RPS;2;116;9705;9623;472,05;0;107113
30/11/2024;RPS;2;117;9705;9623;1488,31;0;107113
30/11/2024;RPS;2;310;9705;9623;3154,56;0;107113
30/11/2024;RPS;2;315;9705;9623;2779,96;0;107113
30/11/2024;RPS;2;327;9705;9623;318,02;0;107113
30/11/2024;RPS;2;530;9705;9623;1203,47;0;107113
30/11/2024;RPS;2;535;9705;9623;667,6;0;107113
30/11/2024;RPS;2;539;9705;9623;33,83;0;107113
30/11/2024;RPS;2;789;9705;9623;6,5;0;107113
30/11/2024;RPS;2;812;9705;9623;69,85;0;107113
30/11/2024;RPS;2;815;9705;9623;33,06;0;107113
30/11/2024;RPS;2;310;9709;9623;2280,12;0;107113
30/11/2024;RPS;2;530;9709;9623;825,95;0;107113
30/11/2024;RPS;2;812;9709;9623;36,76;0;107113
30/11/2024;RPS;2;116;9710;9623;267,63;0;107113
30/11/2024;RPS;2;208;9710;9623;42,59;0;107113
30/11/2024;RPS;2;310;9712;9623;1858,25;0;107113
30/11/2024;RPS;2;315;9712;9623;603,63;0;107113
30/11/2024;RPS;2;530;9712;9623;490,41;0;107113
30/11/2024;RPS;2;535;9712;9623;193,13;0;107113
30/11/2024;RPS;2;812;9712;9623;42,09;0;107113
30/11/2024;RPS;2;815;9712;9623;12,31;0;107113
30/11/2024;RPS;2;116;9714;9623;88,08;0;107113
30/11/2024;RPS;2;310;9714;9623;1190,44;0;107113
30/11/2024;RPS;2;327;9714;9623;353,92;0;107113
30/11/2024;RPS;2;530;9714;9623;407,56;0;107113
30/11/2024;RPS;2;539;9714;9623;44,68;0;107113
30/11/2024;RPS;2;812;9714;9623;23,78;0;107113
30/11/2024;RPS;2;116;9718;9623;58,79;0;107113
30/11/2024;RPS;2;117;9718;9623;882,04;0;107113
30/11/2024;RPS;2;310;9718;9623;8303,33;0;107113
30/11/2024;RPS;2;315;9718;9623;2287,09;0;107113
30/11/2024;RPS;2;316;9718;9623;1464,76;0;107113
30/11/2024;RPS;2;319;9718;9623;627,93;0;107113
30/11/2024;RPS;2;321;9718;9623;389,4;0;107113
30/11/2024;RPS;2;325;9718;9623;123,68;0;107113
30/11/2024;RPS;2;327;9718;9623;325,79;0;107113
30/11/2024;RPS;2;530;9718;9623;2338,03;0;107113
30/11/2024;RPS;2;535;9718;9623;639,1;0;107113
30/11/2024;RPS;2;536;9718;9623;199,68;0;107113
30/11/2024;RPS;2;539;9718;9623;61,27;0;107113
30/11/2024;RPS;2;789;9718;9623;0,5;0;107113
30/11/2024;RPS;2;812;9718;9623;107;0;107113
30/11/2024;RPS;2;815;9718;9623;6,47;0;107113
30/11/2024;RPS;2;817;9718;9623;4,67;0;107113
30/11/2024;RPS;2;310;9728;9623;1116,19;0;107113
30/11/2024;RPS;2;530;9728;9623;627,73;0;107113
30/11/2024;RPS;2;789;9728;9623;1,5;0;107113
30/11/2024;RPS;2;812;9728;9623;20,48;0;107113
30/11/2024;RPS;2;208;9729;9623;528,89;0;107113
30/11/2024;RPS;2;214;9729;9623;87,5;0;107113
30/11/2024;RPS;2;310;9729;9623;8702,37;0;107113
30/11/2024;RPS;2;315;9729;9623;1587,57;0;107113
30/11/2024;RPS;2;321;9729;9623;273,01;0;107113
30/11/2024;RPS;2;323;9729;9623;7,15;0;107113
30/11/2024;RPS;2;325;9729;9623;182,79;0;107113
30/11/2024;RPS;2;327;9729;9623;707,46;0;107113
30/11/2024;RPS;2;530;9729;9623;2175,14;0;107113
30/11/2024;RPS;2;535;9729;9623;372,45;0;107113
30/11/2024;RPS;2;539;9729;9623;41,03;0;107113
30/11/2024;RPS;2;789;9729;9623;9;0;107113
30/11/2024;RPS;2;812;9729;9623;120,43;0;107113
30/11/2024;RPS;2;815;9729;9623;21,86;0;107113
30/11/2024;RPS;2;828;9729;9623;10,1;0;107113
30/11/2024;RPS;2;116;9730;9623;940,11;0;107113
30/11/2024;RPS;2;208;9730;9623;941,69;0;107113
30/11/2024;RPS;2;310;9730;9623;2015,36;0;107113
30/11/2024;RPS;2;315;9730;9623;644,07;0;107113
30/11/2024;RPS;2;336;9730;9623;103750,01;0;107113
30/11/2024;RPS;2;530;9730;9623;566,36;0;107113
30/11/2024;RPS;2;535;9730;9623;218,28;0;107113
30/11/2024;RPS;2;542;9730;9623;229,36;0;107113
30/11/2024;RPS;2;543;9730;9623;187,5;0;107113
30/11/2024;RPS;2;552;9730;9623;187,5;0;107113
30/11/2024;RPS;2;789;9730;9623;1;0;107113
30/11/2024;RPS;2;812;9730;9623;48,24;0;107113
30/11/2024;RPS;2;815;9730;9623;9,06;0;107113
30/11/2024;RPS;2;310;9736;9623;6258,64;0;107113
30/11/2024;RPS;2;315;9736;9623;822,74;0;107113
30/11/2024;RPS;2;316;9736;9623;1502,5;0;107113
30/11/2024;RPS;2;530;9736;9623;2293,99;0;107113
30/11/2024;RPS;2;535;9736;9623;415,5;0;107113
30/11/2024;RPS;2;536;9736;9623;258;0;107113
30/11/2024;RPS;2;812;9736;9623;58,99;0;107113
30/11/2024;RPS;2;815;9736;9623;9,53;0;107113
30/11/2024;RPS;2;817;9736;9623;4,27;0;107113
30/11/2024;RPS;2;940;9736;9623;130,92;0;107113
30/11/2024;RPS;2;941;9736;9623;736,98;0;107113
30/11/2024;RPS;2;944;9736;9623;161,28;0;107113
30/11/2024;RPS;2;310;9739;9623;3513,16;0;107113
30/11/2024;RPS;2;530;9739;9623;1033,01;0;107113
30/11/2024;RPS;2;812;9739;9623;37,64;0;107113
30/11/2024;RPS;2;116;9740;9623;257,32;0;107113
30/11/2024;RPS;2;117;9740;9623;110,35;0;107113
30/11/2024;RPS;2;208;9740;9623;3322,69;0;107113
30/11/2024;RPS;2;310;9740;9623;15791,52;0;107113
30/11/2024;RPS;2;315;9740;9623;2151,46;0;107113
30/11/2024;RPS;2;316;9740;9623;2182,42;0;107113
30/11/2024;RPS;2;327;9740;9623;338,54;0;107113
30/11/2024;RPS;2;335;9740;9623;3347,69;0;107113
30/11/2024;RPS;2;530;9740;9623;3301,03;0;107113
30/11/2024;RPS;2;535;9740;9623;752,41;0;107113
30/11/2024;RPS;2;536;9740;9623;525,2;0;107113
30/11/2024;RPS;2;539;9740;9623;60,8;0;107113
30/11/2024;RPS;2;812;9740;9623;315,98;0;107113
30/11/2024;RPS;2;815;9740;9623;37,76;0;107113
30/11/2024;RPS;2;817;9740;9623;9,55;0;107113
30/11/2024;RPS;2;940;9740;9623;171,64;0;107113
30/11/2024;RPS;2;116;9741;9623;192,31;0;107113
30/11/2024;RPS;2;310;9741;9623;23936,92;0;107113
30/11/2024;RPS;2;315;9741;9623;994,82;0;107113
30/11/2024;RPS;2;316;9741;9623;1134,39;0;107113
30/11/2024;RPS;2;321;9741;9623;1615,53;0;107113
30/11/2024;RPS;2;323;9741;9623;17,54;0;107113
30/11/2024;RPS;2;325;9741;9623;363,68;0;107113
30/11/2024;RPS;2;327;9741;9623;103,33;0;107113
30/11/2024;RPS;2;530;9741;9623;5100,91;0;107113
30/11/2024;RPS;2;535;9741;9623;181,85;0;107113
30/11/2024;RPS;2;536;9741;9623;328,56;0;107113
30/11/2024;RPS;2;539;9741;9623;42,19;0;107113
30/11/2024;RPS;2;760;9741;9623;361,47;0;107113
30/11/2024;RPS;2;789;9741;9623;0,3;0;107113
30/11/2024;RPS;2;812;9741;9623;285,84;0;107113
30/11/2024;RPS;2;815;9741;9623;7,42;0;107113
30/11/2024;RPS;2;817;9741;9623;8,54;0;107113
30/11/2024;RPS;2;117;9742;9623;435,54;0;107113
30/11/2024;RPS;2;310;9742;9623;9435,3;0;107113
30/11/2024;RPS;2;311;9742;9623;6559,85;0;107113
30/11/2024;RPS;2;530;9742;9623;2127,47;0;107113
30/11/2024;RPS;2;531;9742;9623;1173,5;0;107113
30/11/2024;RPS;2;812;9742;9623;106,47;0;107113
30/11/2024;RPS;2;816;9742;9623;297,74;0;107113
30/11/2024;RPS;2;116;9754;9623;104,81;0;107113
30/11/2024;RPS;2;310;9754;9623;2940,98;0;107113
30/11/2024;RPS;2;327;9754;9623;265,43;0;107113
30/11/2024;RPS;2;530;9754;9623;1299,39;0;107113
30/11/2024;RPS;2;539;9754;9623;59,1;0;107113
30/11/2024;RPS;2;812;9754;9623;32,04;0;107113
30/11/2024;RPS;2;116;9756;9623;1042,23;0;107113
30/11/2024;RPS;2;117;9756;9623;1702,51;0;107113
30/11/2024;RPS;2;208;9756;9623;5081,17;0;107113
30/11/2024;RPS;2;310;9756;9623;31868,39;0;107113
30/11/2024;RPS;2;315;9756;9623;3161,57;0;107113
30/11/2024;RPS;2;316;9756;9623;1969,92;0;107113
30/11/2024;RPS;2;321;9756;9623;111,08;0;107113
30/11/2024;RPS;2;322;9756;9623;296,31;0;107113
30/11/2024;RPS;2;325;9756;9623;172,36;0;107113
30/11/2024;RPS;2;326;9756;9623;489,18;0;107113
30/11/2024;RPS;2;327;9756;9623;2130,9;0;107113
30/11/2024;RPS;2;335;9756;9623;1181,76;0;107113
30/11/2024;RPS;2;530;9756;9623;10803,21;0;107113
30/11/2024;RPS;2;535;9756;9623;1351,1;0;107113
30/11/2024;RPS;2;536;9756;9623;922,86;0;107113
30/11/2024;RPS;2;539;9756;9623;367,2;0;107113
30/11/2024;RPS;2;789;9756;9623;43,4;0;107113
30/11/2024;RPS;2;812;9756;9623;540,67;0;107113
30/11/2024;RPS;2;815;9756;9623;55,41;0;107113
30/11/2024;RPS;2;817;9756;9623;21,34;0;107113
30/11/2024;RPS;2;941;9756;9623;102,39;0;107113
30/11/2024;RPS;2;310;9759;9623;161,35;0;107113
30/11/2024;RPS;2;315;9759;9623;1960,02;0;107113
30/11/2024;RPS;2;327;9759;9623;111,71;0;107113
30/11/2024;RPS;2;329;9759;9623;305,88;0;107113
30/11/2024;RPS;2;530;9759;9623;68,47;0;107113
30/11/2024;RPS;2;535;9759;9623;849,42;0;107113
30/11/2024;RPS;2;539;9759;9623;35,94;0;107113
30/11/2024;RPS;2;812;9759;9623;4,12;0;107113
30/11/2024;RPS;2;815;9759;9623;28,55;0;107113
30/11/2024;RPS;2;940;9759;9623;378,57;0;107113
30/11/2024;RPS;2;116;9765;9623;406,86;0;107113
30/11/2024;RPS;2;208;9765;9623;652,95;0;107113
30/11/2024;RPS;2;310;9765;9623;25192,95;0;107113
30/11/2024;RPS;2;315;9765;9623;4835,31;0;107113
30/11/2024;RPS;2;316;9765;9623;2021,31;0;107113
30/11/2024;RPS;2;327;9765;9623;152,04;0;107113
30/11/2024;RPS;2;335;9765;9623;2149,67;0;107113
30/11/2024;RPS;2;530;9765;9623;4932,12;0;107113
30/11/2024;RPS;2;535;9765;9623;958,58;0;107113
30/11/2024;RPS;2;536;9765;9623;566,88;0;107113
30/11/2024;RPS;2;789;9765;9623;0,5;0;107113
30/11/2024;RPS;2;812;9765;9623;225,1;0;107113
30/11/2024;RPS;2;815;9765;9623;30,47;0;107113
30/11/2024;RPS;2;817;9765;9623;10,64;0;107113
30/11/2024;RPS;2;822;9765;9623;721,97;0;107113
30/11/2024;RPS;2;116;9766;9623;293,07;0;107113
30/11/2024;RPS;2;208;9766;9623;62,49;0;107113
30/11/2024;RPS;2;310;9766;9623;19140,1;0;107113
30/11/2024;RPS;2;315;9766;9623;287,35;0;107113
30/11/2024;RPS;2;327;9766;9623;2300,03;0;107113
30/11/2024;RPS;2;530;9766;9623;5842,55;0;107113
30/11/2024;RPS;2;535;9766;9623;173,74;0;107113
30/11/2024;RPS;2;539;9766;9623;316,24;0;107113
30/11/2024;RPS;2;812;9766;9623;270,19;0;107113
30/11/2024;RPS;2;815;9766;9623;5,6;0;107113
